Article_id,credibility_withAll,credibility_withoutInline,credibility_withoutUser_Count,credibility__withoutDatabyte,credibility_withoutInline_withMeanTime,credibility__withoutDatabyte_withMeanTime
1522,303595858,303595777,303595857,82,303620080.0,24385.0
1523,3993581819961,3993581813237,3993581807861,18824,3993581813400.796,18987.7959184
1525,1346238746419060,1346238746332035,1346238746280676,225409,1346238746332070.8,225444.6346783
1526,55424002784,55424002343,55424001760,1465,55424003193.947365,2315.9473684
1527,20532365194,20532364170,20532362278,3940,20532364554.541176,4324.5411765
1528,1397676496,1397676055,1397674471,2466,1397676501.5211267,2912.5211268
1529,329698573111,329698567635,329698568886,9701,329698567921.7387,9987.7387387
1530,61562774357557,61562774330001,61562774287861,97252,61562774330061.62,97312.61966605
1531,85293203665,85293202509,85293203656,1165,85293208689.33333,7345.333333
1535,10469749026,10469748770,10469748857,425,10469750438.736841,2093.7368420000003
1536,23046525661,23046524877,23046511500,14945,23046525062.022728,15130.0227273
1537,12709258581281712,12709258580932432,12709258581152112,478881,1.2709258580932456e+16,478905.71579743
1538,6761447044,6761445280,6761445748,3060,6761445789.75,3569.75
1539,1217657628662,1217657627366,1217657628658,1300,1217657631085.75,5019.75
1540,23722909526634,23722909511750,23722909500390,41128,23722909511863.8,41241.8013937
1541,62636268811462,62636268232341,62636268667821,722762,62636268232382.234,722803.23299748
1542,18883624626706,18883624595730,18883624607937,49745,18883624595870.99,49885.9868421
1543,6493395187,6493394787,6493394658,929,6493395677.0,1819.0
1544,6208276595871,6208276574555,6208276560902,56285,6208276574664.699,56394.6993243
1545,374722676428,374722675203,374722675528,2125,374722675862.5208,2784.5208333
1546,1756916469972,1756916459771,1756916465876,14297,1756916460054.5913,14580.5913043
1547,27667185,27667085,27666785,500,27668442.913043,1857.913043
1548,407044917418,407044912518,407044916329,5989,407044913218.9524,6689.952381
1548,407044913302,407044912518,407044912213,1873,407044913218.9524,2573.952381
1549,119609624747,119609623658,119609622811,3025,119609624274.28,3641.2799999999997
1550,1133592714452,1133592706171,1133592712336,10397,1133592706663.9092,10889.9090909
1551,88550989936,88550986092,88550989495,4285,88550987030.29411,5223.2941176
1552,7611867416,7611864916,7611867016,2900,7611866219.916667,4203.9166669999995
1553,10532491860,10532490179,10532490960,2581,10532491060.444445,3462.4444444
1554,416356103390,416356099165,416356095290,12325,416356099366.3727,12526.3726708
1556,452657277069,452657274765,452657275044,4329,452657275187.4211,4751.4210526
1557,35020603729635,35020603708899,35020603717971,32400,35020603709091.703,32592.702381
1558,23062834977346,23062834956897,23062834943857,53938,23062834956985.137,54026.13550136
1559,66243756723,66243754322,66243755498,3626,66243754909.65455,4213.6545455
1560,402901412136738,402901412118242,402901412121113,34121,402901412118288.8,34167.81688126
1562,334985090462,334985085973,334985087098,7853,334985086300.46875,8180.46875
1563,2727347336,2727346660,2727346852,1160,2727347810.76,2310.76
1564,72906985969,72906984369,72906984525,3044,72906984929.06897,3604.0689655
1564,72906984658,72906984369,72906983214,1733,72906984929.06897,2293.0689655
1565,5578342476,5578342220,5578342412,320,5578345208.6,3308.6
1566,210906691871197,210906691825828,210906691852153,64413,210906691825917.16,64502.15846995
1567,23546672576,23546671615,23546670640,2897,23546672168.896553,3450.8965517
1568,5815296056367,5815296044703,5815296035631,32400,5815296044847.676,32544.6755556
1569,37421001040,37420996279,37420971456,34345,37420996391.49484,34457.4948454
1570,45841993458336,45841993443207,45841993448336,25129,45841993443407.05,25329.0490798
1571,64976215823,64976213798,64976214379,3469,64976214407.54,4078.54
1572,2872102573,2872102473,2872102564,109,2872107124.666667,4760.666667
1573,9760775640749,9760775626825,9760775616100,38573,9760775626949.834,38697.8346154
1574,422500232913,422500226024,422500220813,18989,422500226227.8924,19192.8924051
1575,1292256497678,1292256493054,1292256495829,6473,1292256493585.1333,7004.1333333
1576,4486118303708,4486118299864,4486118297147,10405,4486118300100.57,10641.5703704
1577,244241187448,244241186359,244241184199,4338,244241186782.48685,4761.4868421
1578,6828617439,6828617078,6828617039,761,6828618263.185185,1946.185185
1579,145235099845,145235095489,145235097141,7060,145235095921.0139,7492.0138889
1580,101296748842,101296748001,101296748553,1130,101296748773.425,1902.425
1581,65302609009,65302608525,65302608648,845,65302609783.375,2103.375
1583,4313075803051,4313075789362,4313075801826,14914,4313075789799.3784,15351.3783784
1584,825553960065,825553960001,825553960064,65,825553967387.75,7451.75
1585,16136623025,16136621800,16136622125,2125,16136622529.125,2854.125
1586,17657659735,17657658711,17657658214,2545,17657659327.980392,3161.9803922
1587,10124385013,10124384689,10124384724,613,10124386463.222221,2387.2222220000003
1588,15195838448,15195837292,15195837719,1885,15195838255.060606,2848.0606061
1588,15195843853,15195837292,15195843124,7290,15195838255.060606,8253.0606061
1589,221481562207,221481555483,221481558363,10568,221481555798.11224,10883.1122449
1590,1110507429476254,1110507429334125,1110507429426078,192305,1110507429334208.1,192388.12182741
1591,459937418185089,459937418095089,459937418109464,165625,459937418095157.5,165693.5251046
1591,459937418095153,459937418095089,459937418019528,75689,459937418095157.5,75757.5251046
1592,69001300436018,69001300402529,69001300406434,63073,69001300402629.86,63173.8580247
1593,1061130256625,1061130249229,1061130255181,8840,1061130249608.8118,9219.8117647
1594,296507923074,296507916674,296507920473,9001,296507917073.6104,9400.6103896
1595,601711518960,601711513776,601711516359,7785,601711514187.6709,8196.6708861
1596,951514790944,951514780128,951514786848,14912,951514780433.3019,15217.3018868
1597,15138128,15138047,15137839,370,15139503.863636,1826.863636
1598,174794987,174794866,174794962,146,174799855.8,5135.8
1599,174985026011,174985023202,174985025111,3709,174985023792.1111,4299.1111111
1600,946510599298,946510593214,946510593822,11560,946510593517.7196,11863.7196262
1601,9104456504533,9104456436933,9104456438484,133649,9104456437002.992,133718.99141631
1602,305686784,305685695,305685263,2610,305686396.5217391,3311.5217391
1603,83768432,83768108,83767343,1413,83768905.2972973,2210.2972973
1604,23383303,23383222,23382678,706,23384410.148148,1894.148148
1605,584297276,584297155,584297080,317,584298892.294118,2054.294118
1606,1865283288042,1865283284906,1865283286746,4432,1865283285429.5967,4955.5967742
1607,2788654032,2788653996,2788653836,232,2788655704.235294,1940.235294
1607,2788664605,2788653996,2788664409,10805,2788655704.235294,12513.235294
1608,258,257,257,2,27412.0,27157.0
1610,26414,26410,26410,8,29688.0,3286.0
1610,49514,26410,49510,23108,29688.0,26386.0
1611,34423,34419,34414,13,36720.75,2314.75
1612,1429596161,1429596125,1429596136,61,1429601620.0,5556.0
1613,13133956654834,13133956578105,13133956647945,83618,13133956578334.643,83847.6428571
1614,1705497037,1705496308,1705491853,5913,1705496623.3300972,6228.3300971
1615,102503963373,102503961609,102503961929,3208,102503962149.27586,3748.2758621000003
1616,1224091710164,1224091702064,1224091707248,11016,1224091702447.0942,11399.0941176
1617,125704288129,125704286608,125704285825,3825,125704287007.9,4224.9
1620,7834267468296,7834267460727,7834267465487,10378,7834267461118.675,10769.6746988
1622,12609609,12609605,12609605,8,12615154.5,5557.5
1623,1941102360967481,1941102360807481,1941102360261881,865600,1941102360807495.8,865614.87017703
1624,366516318897314,366516318843025,366516318683870,267733,366516318843055.7,267763.68041237
1625,140929788263643,140929788226779,140929788200139,100368,140929788226849.16,100438.15517241
1627,2767110091901758,2767110091613389,2767110091790869,399258,2767110091613413.0,399281.82327273
1628,42768196936719,42768196472958,42768196791558,608922,42768196473002.02,608966.02288022
1629,45736423776479,45736423278043,45736423646158,628757,45736423278090.125,628804.12698413
1633,14841089352045,14841089274761,14841089318556,110773,14841089274842.617,110854.61712846
1634,38429042045442,38429042021726,38429042012318,56840,38429042021828.55,56942.5471698
1635,10615267748824,10615267747060,10615267741428,9160,10615267747233.07,9333.0695187
1636,2217374246,2217373922,2217374245,325,2217390725.0,17128.0
1637,3350139725,3350139364,3350139284,802,3350140514.5,1952.5
1638,61308961,61308925,61308936,61,61311951.714286,3087.714286
1639,23760375635011,23760375318042,23760375531327,420653,23760375318093.51,420704.51181102
1640,683538179524193,683538179419217,683538179410624,218545,683538179419269.2,218597.27795527
1641,18166726753,18166726672,18166726737,97,18166731761.8,5186.8
1642,3070087474677,3070087468748,3070087473653,6953,3070087469191.411,7396.4109589
1643,4230635760,4230635535,4230635436,549,4230636705.714286,1719.714286
1644,427453982548872,427453982442596,427453982498247,156901,427453982442671.5,156976.48611111
1644,427453982457237,427453982442596,427453982406612,65266,427453982442671.5,65341.48611111
1645,1529591285020865,1529591284626481,1529591284999549,415700,1529591284626518.0,415736.92889391
1647,48936696257,48936694576,48936694408,3530,48936695103.0,4057.0
1648,62749248269,62749248013,62749248260,265,62749252552.75,4804.75
1649,8313878661562,8313878631286,8313878651361,40477,8313878631430.215,40621.2152466
1650,17278820115133,17278819777572,17278820091417,361277,17278819777677.068,361382.0677419
1650,17278819778013,17278819777572,17278819754297,24157,17278819777677.068,24262.0677419
1651,17,17,16,1,16736.0,16720.0
1652,58105182824,58105181303,58105182199,2146,58105182182.27027,3025.2702703
1653,117678112875647,117678112836443,117678112775158,139693,117678112836488.45,139738.45277778
1654,984775691,984775330,984775367,685,984776601.083333,1956.083333
1655,11047641847,11047641486,11047641063,1145,11047642429.60606,2088.6060606
1656,65404994938,65404993977,65404994497,1402,65404994942.545456,2367.5454545000002
1657,14539238546021,14539238463652,14539238535617,92773,14539238463809.4,92930.4009662
1658,457985166696,457985150820,457985164392,18180,457985151247.6667,18607.6666667
1659,2161283033802,2161282985841,2161283030553,51210,2161282986173.2292,51542.2291667
1660,1570223667790,1570223643141,1570223665189,27250,1570223643504.8523,27613.8522727
1661,5924412165378,5924412129278,5924412161409,40069,5924412129547.454,40338.4537815
1662,360787510373,360787498273,360787507457,15016,360787498635.39325,15378.3932584
1663,54585211,54585042,54585175,205,54589841.833333,5004.833333
1664,29779309637,29779307521,29779308853,2900,29779308462.151516,3841.1515152
1665,1191389,1191388,1191373,17,1196691.75,5320.75
1667,635,634,626,10,6526.333333,5902.333333
1668,96059602,96059602,96059601,1,96060275.0,674.0
1669,2196114359,2196114134,2196114215,369,2196116311.857143,2546.857143
1670,149679229524,149679229460,149679229520,68,149679232929.0,3537.0
1673,3335582323,3335582274,3335582319,53,3335586426.25,4205.25
1674,27982933218,27982932962,27982933217,257,27982939713.0,7008.0
1676,3401391544485,3401391526529,3401391538401,24040,3401391526793.281,24304.2809917
1677,5828856826656,5828856793532,5828856814112,45668,5828856793697.363,45833.3636364
1678,274734973,274734804,274734937,205,274738827.375,4228.375
1679,4043744785825,4043744770696,4043744784061,16893,4043744771114.532,17311.5324675
1680,23243855004,23243854275,23243851283,4450,23243854634.912086,4809.9120879
1682,5531945,5531920,5531929,41,5535851.5,3972.5
1683,30219121919,30219120694,30219120475,2669,30219121271.618183,3246.6181818
1684,16595832596,16595829995,16595831696,3501,16595830899.142857,4405.1428571
1685,216866827529,216866824825,216866826008,4225,216866825264.60605,4664.6060606
1686,4803512413688,4803512394919,4803512410324,22133,4803512395240.143,22454.1428571
1687,1876068713391,1876068708350,1876068712607,5825,1876068709061.15,6536.15
1688,67434358549962,67434357994937,67434358546362,558625,67434357995231.21,558919.2090909
1689,222197697,222197373,222197441,580,222198903.277778,2110.2777779999997
1690,56547832239,56547828639,56547830030,5809,56547829163.196724,6333.1967213
1691,12699965,12699865,12699604,461,12701243.590909,1839.590909
1692,11222721,11222696,11222525,221,11224636.6,2161.6
1693,7221867628,7221865128,7221858412,11716,7221865346.053691,11934.0536913
1693,7221877672,7221865128,7221868456,21760,7221865346.053691,21978.0536913
1694,5784083,5784074,5784034,58,5787467.125,3451.125
1695,1700169177016652,1700169176826556,1700169176926652,280096,1700169176826601.0,280141.00137552
1696,9357554,9357545,9357490,73,9360800.666667,3328.666667
1697,1831660063997,1831660055348,1831660051676,20970,1831660055532.2988,21154.2988506
1698,920288022431,920288012431,920288020127,12304,920288012890.9429,12763.9428571
1699,7960920,7960911,7960871,58,7964094.0,3241.0
1700,7054796193,7054795409,7054795869,1108,7054796374.103448,2073.1034483
1701,461902535571837,461902535492876,461902535381741,269057,461902535492909.6,269090.61806982
1701,461902535492940,461902535492876,461902535302844,190160,461902535492909.6,190193.61806982
1702,40994253,40994189,40994204,113,40996986.777778,2910.777778
1710,23000292515758,23000292197662,23000292420277,413577,23000292197715.332,413630.33059211
1711,18414730807170,18414730474241,18414730710449,429650,18414730474294.0,429702.99838188
1714,267873252,267873108,267873056,340,267874339.058824,1571.058824
1714,267881572,267873108,267881376,8660,267874339.058824,9891.058824
1715,821109954659650,821109954341554,821109954590481,387265,821109954341595.9,387306.84526854
1716,95516612142,95516611466,95516611701,1117,95516612386.91176,2037.9117647
1716,95516611467,95516611466,95516611026,442,95516612386.91176,1362.9117647
1717,451941576552,451941574952,451941576356,1796,451941576586.94116,3430.9411760000003
1718,9316805814,9316805525,9316805645,458,9316807236.0,2169.0
1718,9316822425,9316805525,9316822256,17069,9316807236.0,18780.0
1719,9050799263291,9050799253687,9050799258935,13960,9050799253949.703,14222.7024793
1721,10750883378852,10750883366971,10750883356352,34381,10750883367075.262,34485.2611465
1721,10750883368907,10750883366971,10750883346407,24436,10750883367075.262,24540.2611465
1722,54259666519571,54259666481546,54259666514242,43354,54259666481785.08,43593.075188
1723,9787890192,9787889351,9787889708,1325,9787890543.92,2517.92
1724,2096822088537,2096822086328,2096822085936,4810,2096822086675.8171,5157.8172043
1725,6225030031,6225029707,6225029982,373,6225033642.857143,4308.857143
1726,3815194892709,3815194883105,3815194883493,18820,3815194883327.4727,19042.4726027
1727,10659251789305,10659251772144,10659251785461,21005,10659251772496.762,21357.7608696
1728,241204573201,241204568301,241204571437,6664,241204568781.36923,7144.3692308
1729,783090223,783089862,783088998,1586,783090590.8139535,2314.8139535
1730,12171305379,12171304479,12171304154,2125,12171305063.648148,2709.6481481
1731,25583374116963,25583374116002,25583374116962,962,25583374137844.0,22804.0
1732,225309511599,225309510923,225309510078,2197,225309511510.3654,2784.3653845999997
1733,5234918542390,5234918534821,5234918541165,8794,5234918535287.203,9260.2028986
1734,1285162323878,1285162322789,1285162323589,1378,1285162323906.7917,2495.791667
1735,459423105165,459423103140,459423100676,6514,459423103430.7027,6804.7027027
1736,152563190565,152563189724,152563189340,2066,152563190371.34,2713.34
1736,152563196124,152563189724,152563194899,7625,152563190371.34,8272.34
1737,2360965007346,2360965005902,2360964997937,10853,2360965006139.3433,11090.3430657
1738,1554793180,1554792819,1554792856,685,1554794368.142857,2234.142857
1740,450186679,450186558,450186670,130,450190566.6,4138.6
1741,462624975439,462624973038,462624973758,4082,462624973386.1889,4430.1888889
1742,3769702,3769698,3769602,104,3772594.272727,3000.272727
1743,14527590,14527581,14527541,58,14529758.5,2235.5
1745,627,626,626,2,28381.0,27757.0
1746,285999277,285999156,285998953,445,286000574.772727,1863.772727
1747,3235697692,3235695928,3235697067,2389,3235696897.965517,3358.9655172000002
1748,17566855893,17566855569,17566851924,4293,17566855939.804596,4663.8045977
1749,6885571605,6885571281,6885570084,1845,6885571860.981482,2424.9814815
1750,549079560318070,549079560289170,549079560300381,46589,549079560289300.0,46718.9760956
1751,310377156,310377035,310376427,850,310378008.5625,1823.5625
1752,2325323607,2325323382,2325322931,901,2325324447.6,1966.6
1753,27789935256933,27789935251457,27789935256932,5477,27789935273548.0,27568.0
1754,625774408,625774212,625774119,485,625775862.105263,2135.105263
1755,439972549187,439972541266,439972546687,10421,439972541785.1613,10940.1612903
1756,53181285505168,53181285503943,53181285503724,2669,53181285504228.97,2954.9649123
1758,278390667948,278390664348,278390666099,5449,278390664876.5593,5977.559322
1759,1556590879,1556590555,1556590590,613,1556592223.411765,2281.411765
1760,174858300958,174858295482,174858298842,7592,174858295857.2262,7967.2261905
1761,322273201428,322273194867,322273198827,9162,322273195214.4894,9509.4893617
1762,9040295216761,9040295206152,9040295212792,14578,9040295206419.607,14845.6083333
1763,230045674,230045593,230045553,202,230047069.0,1678.0
1764,1448963001,1448962712,1448962640,650,1448964065.619048,2003.619048
1765,1274414205,1274410956,1274413916,3538,1274412138.444444,4720.444444
1766,83,82,82,2,4857.0,4777.0
1767,1002009331714,1002009329598,1002009326238,7592,1002009329882.6404,7876.6403509
1768,4232029724,4232028824,4232027699,2925,4232029308.9104476,3409.9104478
1769,1298,1297,1297,2,2760.0,1465.0
1770,285812119363690,285812119323690,285812119226049,177641,285812119323732.5,177683.49480519
1773,910198895052,910198889723,910198885251,15130,910198889916.503,15323.502994
1774,5348174058113,5348174048897,5348174050192,17137,5348174049091.186,17331.1856287
1776,1020712537169,1020712531393,1020712484269,58676,1020712531458.0878,58741.08782435
1777,21553028690444,21553028345875,21553028571419,463594,21553028345925.723,463644.72248062
1777,21553028365196,21553028345875,21553028246171,138346,21553028345925.723,138396.72248062
1778,5155413703615,5155413678334,5155413688486,40410,5155413678485.668,40561.6682243
1778,5155413679118,5155413678334,5155413663989,15913,5155413678485.668,16064.6682243
1778,5155413697103,5155413678334,5155413681974,33898,5155413678485.668,34049.6682243
1779,1011777345,1011775745,1011774320,4625,1011776186.6666667,5066.6666667
1781,25790788761234,25790788395209,25790788646313,480946,25790788395260.9,480997.9
1783,126919523349868,126919523343939,126919523266924,88873,126919523343965.4,88899.4006462
1784,7757763552260976,7757763552202412,7757763552207152,112388,7757763552202469.0,112444.54246101
1786,6384170218378,6384170202249,6384170158842,75665,6384170202293.483,75709.48365123
1787,25968638593877,25968638215652,25968638493388,478714,25968638215704.94,478766.94327391
1788,498124842,498124481,498123242,1961,498125147.4222222,2627.4222222
1789,2220925488865,2220925487101,2220925482781,7848,2220925487400.7197,8147.7196262
1790,1793162636445,1793162628876,1793162630820,13194,1793162629175.8057,13493.8055556
1791,172652095163649,172652095129424,172652095154240,43634,172652095129549.38,43759.3653846
1793,20971652243688,20971651893224,20971652101559,492593,20971651893271.113,492640.11366906
1794,14104294861304,14104294559903,14104294770703,392002,14104294559958.816,392057.81709402
1797,370576439118,370576435149,370576409877,33210,370576435253.8103,33314.8102894
1798,2031514298372,2031514297348,2031514298368,1028,2031514301445.5,5125.5
1799,3387599379,3387596778,3387591810,10170,3387597086.556604,10478.5566038
1800,129584275074825,129584275015289,129584275027301,107060,129584275015345.92,107116.91448517
1801,8992539539,8992539250,8992539530,298,8992545123.5,6171.5
1802,14068687355,14068686455,14068684439,3816,14068686836.962963,4197.962963
1805,95613829444842,95613829325817,95613829356038,207829,95613829325873.84,207885.83944154
1806,8444956335728125,8444956335142900,8444956333584829,2728521,8444956335142909.0,2728529.958162428
1807,5589144359,5589141859,5589139735,7124,5589142206.445652,7471.4456522
1809,733631731,733631106,733631706,650,733633486.875,3030.875
1810,5128037037,5128036361,5128035437,2276,5128036989.148936,2904.1489362
1811,27878506,27878425,27878481,106,27882911.8,4592.8
1812,107892035031471,107892035007446,107892034984382,71114,107892035007498.7,71166.70988655
1814,1174122266305287,1174122266268806,1174122266048238,293530,1174122266268834.2,293558.20120898
1820,870780125521,870780120337,870780125520,5185,870780151218.0,36066.0
1822,44866060838241,44866060820285,44866060735841,120356,44866060820333.016,120404.01762115
1823,149978065702,149978063101,149978055501,12802,149978063306.90506,13007.9050633
1824,1212116,1212100,1212016,116,1214172.363636,2188.363636
1825,164454675576,164454670535,164454674420,6197,164454671116.32727,6778.3272727
1826,16419540198755,16419539825434,16419540068434,503642,16419539825477.596,503685.596
1827,34978428888282,34978428501398,34978428744641,530525,34978428501444.324,530571.32432432
1828,1016452127257369,1016452127026969,1016452127055768,432001,1016452127026987.8,432019.71983991
1830,161,160,157,5,5180.75,5025.75
1832,51860836801,51860836477,51860835432,1693,51860837019.62069,2235.6206897
1834,177646102083,177646101642,177646097322,5202,177646101950.6381,5510.6380952
1835,426108096795,426108088695,426108090554,14341,426108088857.191,14503.1909548
1837,1376608764407,1376608748023,1376608743382,37409,1376608748159.9624,37545.9623431
1839,227831911394,227831909278,227831900158,13352,227831909473.5723,13547.5722892
1840,68777939999,68777937398,68777938478,4122,68777938102.06522,4826.0652174
1841,5064759839164,5064759827500,5064759838264,12564,5064759828177.063,13241.0638298
1842,4177757034762,4177757015718,4177757024961,28845,4177757015942.9355,29069.9357143
1844,752875474567408,752875474421484,752875474277964,435368,752875474421506.9,435390.82020906
1845,649691496614811,649691496594362,649691496492311,142949,649691496594379.8,142966.72544764
1847,382800062886,382800058917,382800060182,6673,382800059215.22644,6971.2264151
1847,382800058926,382800058917,382800056222,2713,382800059215.22644,3011.2264151
1848,1681613,1681564,1681609,53,1685213.0,3702.0
1849,16741773356,16741772200,16741773256,1256,16741773467.65,2523.65
1851,312050010446,312050006350,312050009422,5120,312050006649.3238,5419.3238095
1853,1005255272440,1005255262036,1005255271764,11080,1005255263022.5,12066.5
1854,325261798207000,325261798176024,325261798198351,39625,325261798176245.06,39846.0890411
1855,488799214311441,488799214310417,488799214311440,1025,488799214328318.0,18926.0
1857,25747277617138,25747277613417,25747277605474,15385,25747277613513.445,15481.44378698
1858,203940837,203940693,203940513,468,203941692.4615385,1467.4615385
1859,255340420992899,255340420891138,255340420926850,167810,255340420891182.03,167854.02695418
1860,19356878706,19356878642,19356878705,65,19356880035.0,1458.0
1862,34944306023469,34944305591820,34944305885085,570033,34944305591865.97,570078.96905767
1864,13998675801092,13998675781771,13998675788323,32090,13998675781914.01,32233.0088496
1866,3573197181,3573196857,3573196652,853,3573197849.5625,1845.5625
1869,2296795725084,2296795721363,2296795718523,10282,2296795721658.944,10577.9439252
1869,2296795747607,2296795721363,2296795741046,32805,2296795721658.944,33100.9439252
1870,63091539,63091418,63091370,290,63093392.6875,2264.6875
1871,10465239390819,10465239378938,10465239389663,13037,10465239379307.938,13406.9382716
1872,178250529876,178250515235,178250529300,15217,178250515696.75385,15678.7538462
1873,83404719466,83404719025,83404718442,1465,83404719707.59091,2147.5909091
1874,1315014300211,1315014297610,1315014298186,4626,1315014298190.0908,5206.0909091
1875,26730173953,26730173112,26730173469,1325,26730174031.264706,2244.2647059
1876,1494348563,1494348202,1494348547,377,1494352572.4,4747.4
1876,1494353678,1494348202,1494353662,5492,1494352572.4,9862.4
1877,56676389,56676308,56676340,130,56678661.090909,2483.090909
1878,495062538376,495062530095,495062537287,9370,495062530676.92725,9951.9272727
1879,92143927268,92143922912,92143926643,4981,92143923572.41304,5641.4130435
1880,26111559630,26111558030,26111559054,2176,26111559040.48387,3186.483871
1881,15130674041522,15130673993122,15130673931298,158624,15130673993163.807,158665.80665813
1881,15130673997091,15130673993122,15130673886867,114193,15130673993163.807,114234.80665813
1884,4569448231325896,4569448231302487,4569448231157796,191509,4569448231302520.0,191541.85757272
1884,4569448231302488,4569448231302487,4569448231134388,168101,4569448231302520.0,168133.85757272
1885,676454127642,676454125617,676454123546,6121,676454125992.7816,6496.7816092
1887,67972084,67971060,67971888,1220,67972645.111111,2805.111111
1889,5351068814,5351068810,5351068805,13,5351071861.666667,3064.666667
1890,914682551294896,914682551109996,914682551139660,340136,914682551110027.6,340167.68151016
1893,510616721324,510616718075,510616719299,5274,510616718511.41895,5710.4189189
1893,510616719756,510616718075,510616717731,3706,510616718511.41895,4142.4189189
1894,6823565407,6823562907,6823564923,2984,6823563665.952381,3742.952381
1896,9718315555721,9718315555621,9718315553696,2125,9718315556043.299,2547.2987013
1897,429144481042905,429144480959961,429144480897744,228105,429144480959988.3,228132.29333333
1898,13251388786,13251388002,13251387265,2305,13251388540.8,2843.8
1899,39097953362695,39097953352695,39097953331366,41329,39097953352760.84,41394.84081633
1902,59641913601029,59641913584129,59641913559004,58925,59641913584172.52,58968.52063915
1905,1264872388911,1264872388011,1264872385547,4264,1264872388424.7922,4677.7922078
1906,1864282198,1864282117,1864282194,85,1864283270.333333,1238.333333
1908,339283544,339283444,339283103,541,339284611.863636,1708.863636
1909,38613825913,38613824617,38613823312,3897,38613825064.27397,4344.2739726
1909,38613824813,38613824617,38613822212,2797,38613825064.27397,3244.2739726
1910,8913540997847,8913540992806,8913540992222,10666,8913540993035.992,10895.9929078
1911,883613322545,883613320045,883613301809,23236,883613320194.0,23385.0
1912,22663065845,22663063345,22663064081,4264,22663063866.737705,4785.7377049
1913,10710457592,10710456916,10710456751,1517,10710457795.555555,2396.5555556
1914,111938231678759,111938231653795,111938231652838,50885,111938231653898.97,50988.9617834
1915,223294218196,223294216080,223294210096,10216,223294216314.6403,10450.6402878
1916,3352436522,3352434841,3352434841,3362,3352435297.042857,3818.0428571
1919,319792934,319792610,319792258,1000,319793524.7575758,1914.7575758
1920,15190939019,15190935050,15190934923,8065,15190935391.694736,8406.6947368
1921,37694792485736152,37694792485293920,37694792484223248,1955125,3.769479248529393e+16,1955133.530989583
1923,1492586761567,1492586755326,1492586714478,53330,1492586755408.5632,53412.56313131
1924,3224703568,3224703207,3224701264,2665,3224703750.0666666,3208.0666667
1925,411991936912,411991926912,411991926912,20000,411991927102.47955,20190.4795322
1926,45666684850,45666682825,45666680226,6649,45666683154.96939,6978.9693878
1927,58203306893,58203303868,58203302537,7381,58203304149.704346,7662.7043478
1928,96313370,96313289,96312970,481,96314516.869565,1708.869565
1930,48362780300228088,48362780299668584,48362780299992864,794729,4.8362780299668616e+16,794763.89220918
1931,5555732592,5555730828,5555728367,5989,5555731261.106667,6422.1066667
1933,8158003382,8158000882,8157999538,6344,8158001196.893204,6658.8932039
1934,2332087941897,2332087938176,2332087931493,14125,2332087938384.568,14333.5677419
1935,8169811,8169762,8169642,218,8171628.5625,2084.5625
1936,759333137,759333137,759333136,1,759355638.0,22502.0
1937,14231834842463,14231834833247,14231834721359,130320,14231834833290.047,130363.04611331
1938,3191064578671256064,3191064578671202304,3191064578670966272,342805,3.1910645786712023e+18,342830.82886435
1939,105381899046,105381897197,105381897446,3449,105381897666.66667,3918.6666667
1940,9388200458,9388196737,9388199558,4621,9388197595.162163,5479.1621622
1941,5319983021381,5319983009060,5319983010565,23137,5319983009239.562,23316.5611111
1942,564678840802401,564678840684752,564678840749040,171010,564678840684832.8,171090.78908189
1943,234140565559940,234140565519136,234140565549536,51208,234140565519223.47,51295.47297297
1944,5906349007491702,5906349007465458,5906349007472102,45844,5906349007465565.0,45951.1089109
1945,1805927711160279,1805927710886750,1805927711048054,385754,1805927710886779.8,385783.78343949
1946,177009493447,177009493123,177009492291,1480,177009493774.02,2131.02
1947,19242929,19242893,19242880,85,19244577.166667,1769.166667
1948,19581895455637,19581895370956,19581895420668,119650,19581895371065.523,119759.5217391
1949,360504995987,360504995731,360504995411,832,360504996439.38635,1540.3863636
1950,3840427198556376,3840427198070567,3840427198312340,729845,3840427198070583.5,729861.63160569
1951,22371653822156,22371653810707,22371653790115,43490,22371653810813.867,43596.8688525
1952,557545,557520,557536,34,565366.333333,7880.333333
1955,12416183794810,12416183745969,12416183738166,105485,12416183746043.367,105559.36757991
1957,423430095504230,423430095496130,423430095486541,25789,423430095496221.2,25880.18539326
1959,439007276,439007260,439007272,20,439012585.5,5345.5
1960,3226115467,3226115178,3226114938,818,3226116200.896552,1840.8965520000002
1961,99883681920867776,99883681920218144,99883681920519680,997736,9.988368192021816e+16,997759.44731183
1962,8515030820476,8515030812012,8515030802787,26153,8515030812161.041,26302.0412844
1963,1664351177115,1664351172354,1664351167314,14562,1664351172561.013,14769.0128205
1965,133173312510423,133173312491654,133173312471219,57973,133173312491706.55,58025.54019293
1966,1399169938912,1399169927676,1399169929111,21037,1399169927844.068,21205.0680628
1967,14901977740339,14901977728018,14901977724210,28450,14901977728138.385,28570.3851852
1968,10377370303083,10377370292058,10377370288683,25425,10377370292200.55,25567.5506608
1969,6443013592569897,6443013592302608,6443013592552473,284713,6443013592302705.0,284810.05952381
1970,3641923293713,3641923285064,3641923283104,19258,3641923285231.1445,19425.1443299
1971,12191079656000,12191079634684,12191079630079,47237,12191079634793.469,47346.4682274
1972,148875245,148874884,148875220,386,148877627.285714,3129.285714
