Node,credibility-WithoutUsercount,credibility-whioutDatabyte,credibility-withoutline,credibility-whioutDatabyte_withMeanData,credibility-withoutline_withMeanData,HITS
1486,0.003409048,0.000136354,0.000145922,0.451464584,4.32E-11,0.000767143
1487,8.49E-07,3.40E-08,3.64E-08,1.18E-05,3.42E-05,0.001825714
1488,0.026451981,0.001058021,0.001132259,0.45196344,4.33E-11,0.002526794
1490,0,0,0,0.000370196,0.291019419,0.001401083
1491,0.548534785,0.021940189,0.023479666,0.453460008,4.34E-11,0.000459576
1493,0.001747599,6.99E-05,7.48E-05,0.000422172,7.30E-05,0.00256033
1494,0.365072446,0.014602097,0.015626683,0.453958864,4.35E-11,7.12E-05
1495,0.415510258,0.016619499,0.01778564,1.03E-05,7.68E-05,0.000866346
1496,0.074044771,0.002961629,0.003169437,0.454457719,4.35E-11,0.001111628
1497,2.92E-05,1.17E-06,1.25E-06,0.000387855,0.006269675,4.85E-05
1498,0.000611221,2.44E-05,2.62E-05,0.454956575,4.36E-11,0.000115607
1499,0.115699056,0.004627709,0.004952421,7.67E-05,7.07E-07,0.000197502
1500,1.13E-05,4.51E-07,4.82E-07,0.455455431,4.36E-11,0.002455654
1501,3.29E-05,1.32E-06,1.41E-06,0.001148905,2.54E-05,0.001576646
1502,0.000549418,2.20E-05,2.35E-05,0.455455431,4.36E-11,0.000103479
1503,0.408480393,0.01633832,0.017484731,0.00093505,2.54E-05,0.000517117
1504,0.000705775,2.82E-05,3.02E-05,0.455954287,4.37E-11,0.000563638
1505,0.184567129,0.007382281,0.007900273,0.000138867,0.012344598,0.000751375
1506,0.207598565,0.008303487,0.008886118,0.456453143,4.37E-11,4.37E-05
1507,0.002296425,9.19E-05,9.83E-05,5.16E-05,0.011190015,0.000356263
1508,0.294546137,0.0117812,0.012607851,0.457450855,4.38E-11,0.000278886
1509,0.11972196,0.004788616,0.005124619,1.62E-05,6.38E-05,0.001374034
1511,0.01292119,0.000516819,0.000553083,0.457949711,4.38E-11,0.000581455
1512,2.98E-07,1.19E-08,1.28E-08,1.53E-05,1.45E-05,0.000714903
1513,0.002090865,8.36E-05,8.95E-05,0.458947422,4.39E-11,0.000358996
1514,0.472781132,0.018910209,0.020237081,3.75E-05,0.00317619,9.42E-05
1515,0.014041677,0.000561636,0.000601045,0.459446278,4.40E-11,0.000140728
1516,0.016852335,0.000674056,0.000721353,0.000126011,0.019102059,0.000170899
1517,0.125103662,0.005003872,0.005354979,0.459945134,4.40E-11,0.000347778
1519,0.220924954,0.008836514,0.009456546,0.000533641,1.97E-05,0.003313987
1520,0.001005277,4.02E-05,4.30E-05,0.46044399,4.41E-11,0.00787441
1522,0.002499902,1.00E-04,0.000107007,0.000102226,5.99E-09,2.88E-05
1523,0.000388313,1.55E-05,1.66E-05,0.460942846,4.41E-11,0.002387929
1525,0.073634836,0.002945232,0.00315189,0.000269602,0.488947972,0.000208235
1526,0.013955982,0.000558209,0.000597377,0.461441702,4.42E-11,8.40E-05
1527,0.169205733,0.006767858,0.007242739,0.874993238,0.001508719,0.00050789
1528,0.002331719,9.33E-05,9.98E-05,0.461940558,4.42E-11,3.97E-05
1529,0.030642968,0.001225652,0.001311652,1.53E-05,1.76E-09,0.000609621
1530,0.004961085,0.000198433,0.000212356,0.462439414,4.43E-11,8.89E-07
1531,0.360289329,0.014410783,0.015421945,0.00115327,0.000153542,0.002320854
1535,0.001660794,6.64E-05,7.11E-05,0.46293827,4.43E-11,0.002200071
1536,0.000897943,3.59E-05,3.84E-05,0.000242434,4.51E-05,0.001640997
1537,0.198485113,0.007938969,0.008496023,0.463437125,4.44E-11,0.000514953
1538,0.046566679,0.001862565,0.001993256,5.80E-05,0.002403454,7.29E-06
1539,0.019254044,0.00077012,0.000824157,0.463935981,4.44E-11,0.00037566
1540,0.068463221,0.002738379,0.002930523,0.000111275,0.049233419,0.001444117
1541,2.40E-06,9.61E-08,1.03E-07,0.464434837,4.45E-11,0.000919452
1542,0.315248683,0.012609256,0.01349401,0.000398925,0.000249345,1.01E-05
1543,8.14E-07,3.25E-08,3.48E-08,0.464933693,4.45E-11,0.000258666
1544,0.163492675,0.006539349,0.006998195,2.36E-05,0.00012102,1.34E-05
1545,0.093038556,0.003721338,0.003982453,0.465432549,4.46E-11,0.000200049
1546,6.78E-05,2.71E-06,2.90E-06,7.77E-05,0.000421928,0.004063929
1547,5.18E-05,2.07E-06,2.22E-06,0.470919964,4.51E-11,0.000657473
1548,0.000655678,2.62E-05,2.81E-05,0.000124275,0.000161135,0.00057049
1549,0.002182696,8.73E-05,9.34E-05,0.472915387,4.53E-11,9.20E-05
1550,0.113803529,0.004551892,0.004871284,1.41E-05,2.60E-05,0.000287205
1551,0.053729466,0.002149061,0.002299854,0.474411955,4.54E-11,0.000204042
1552,2.02E-05,8.09E-07,8.66E-07,0.024370188,0.004986791,0.003280983
1553,0.428294504,0.017130841,0.018332861,0.474910811,4.55E-11,0.000140539
1554,8.52E-06,3.41E-07,3.65E-07,0.000107454,0.116514482,0.001093899
1556,0.02412583,0.00096498,0.00103269,0.475409667,4.55E-11,0.001178631
1557,0.003542588,0.000141696,0.000151638,1.32E-05,0.000222286,0.001116221
1558,0.00716709,0.000286668,0.000306783,0.475908523,4.56E-11,0.002317246
1559,4.70E-09,1.88E-10,2.01E-10,0.000476936,0.000111988,0.000844533
1560,0,0,0,0.475908523,4.56E-11,0.001162408
1562,6.76E-05,2.71E-06,2.90E-06,0.001359312,0.000111988,0.000872172
1563,0.000432315,1.73E-05,1.85E-05,0.476407379,4.56E-11,0.000722649
1564,9.85E-05,3.94E-06,4.21E-06,3.90E-05,0.000565892,0.000393853
1565,0.013764542,0.000550552,0.000589182,0.476906235,4.57E-11,0.000615679
1566,0.081212352,0.003248316,0.003476241,0.01277124,0.265908293,0.002705233
1567,0.001044741,4.18E-05,4.47E-05,0.477405091,4.57E-11,9.26E-06
1568,0.000532263,2.13E-05,2.28E-05,0.000150904,0.002005931,6.50E-06
1569,0.025979932,0.00103914,0.001112054,0.477903946,4.58E-11,0.000755404
1570,0.146857504,0.005873978,0.006286138,6.84E-05,0.011468906,0.000163876
1571,0.035532288,0.001421214,0.001520936,0.478402802,4.58E-11,0.000268078
1572,1.92E-06,7.70E-08,8.24E-08,1.57E-05,5.83E-05,0.000138592
1573,1.01E-06,4.06E-08,4.34E-08,0.478901658,4.59E-11,8.19E-05
1574,0.064384482,0.002575238,0.002755935,8.35E-05,0.017983225,0.000548161
1575,1.40E-09,5.60E-11,5.99E-11,0.480398226,4.60E-11,1.29E-05
1576,0.008356306,0.000334234,0.000357686,0.000134063,0.456802258,0.000405656
1577,0.178581974,0.007142887,0.007644082,0.480897082,4.60E-11,0.002432497
1578,0.019333726,0.000773307,0.000827567,1.28E-05,7.14E-08,9.07E-05
1579,6.87E-05,2.75E-06,2.94E-06,0.481395938,4.61E-11,0.002283568
1580,1.26E-06,5.03E-08,5.39E-08,1.19E-05,0.000151711,0.000208445
1581,0.092736064,0.003709239,0.003969505,0.481894794,4.61E-11,0.001268781
1583,1.02E-06,4.07E-08,4.36E-08,0.971771281,4.60E-05,0.002534518
1584,0.176960842,0.007078046,0.007574691,0.482393649,4.62E-11,0.002226413
1585,0.015723653,0.000628912,0.00067304,0.937849081,0.00010121,0.002490676
1586,0.002807718,0.000112303,0.000120182,0.482892505,4.62E-11,0.002033574
1587,0.574311653,0.022971207,0.024583028,1.92E-05,0.000244574,0.002149976
1588,0.000289008,1.16E-05,1.24E-05,0.483391361,4.63E-11,0.000160627
1589,5.26E-08,2.10E-09,2.25E-09,4.04E-05,0.010909272,8.64E-05
1590,0.002320078,9.28E-05,9.93E-05,0.484887929,4.64E-11,2.72E-05
1591,0.121663208,0.004866262,0.005207713,6.42E-05,0.073230505,3.85E-05
1592,7.90E-05,3.16E-06,3.38E-06,0.485885641,4.65E-11,0.000753233
1593,0.013554371,0.000542145,0.000580186,0.0003597,0.304555161,6.98E-05
1594,9.89E-08,3.96E-09,4.23E-09,0.486384497,4.66E-11,0.000164569
1595,0.008180415,0.000327199,0.000350157,1.90E-05,0.541309345,3.31E-05
1596,0.005478497,0.000219128,0.000234503,0.487881064,4.67E-11,4.81E-05
1597,0.007915391,0.000316598,0.000338813,1.30E-05,0.101421964,0.000118599
1598,1.24E-07,4.97E-09,5.32E-09,0.488878776,4.68E-11,4.40E-07
1599,0.002843768,0.000113744,0.000121726,7.07E-05,1.36E-05,1.33E-06
1600,0.000419677,1.68E-05,1.80E-05,0.489377632,4.69E-11,0.000138222
1601,0.023345371,0.000933764,0.000999283,0.000460224,0.000167327,0.00035326
1602,0.212776977,0.008510613,0.009107777,0.489876488,4.69E-11,1.09E-05
1603,1.72E-07,6.89E-09,7.38E-09,1.52E-05,0.000129527,1.17E-05
1604,0.247197017,0.009887339,0.010581104,0.490375344,4.70E-11,2.09E-06
1605,0.123777368,0.004950823,0.005298208,0.00101381,0.00018783,0.002430186
1606,0.178846276,0.007153459,0.007655396,0.4908742,4.70E-11,0.000798776
1607,2.28E-05,9.12E-07,9.76E-07,0.002300145,0.000138006,0.001749957
1608,0.326872562,0.013074186,0.013991562,0.491373056,4.70E-11,0.000695485
1610,0.344920027,0.013796045,0.014764072,1.59E-05,1.43E-05,0.003267738
1611,0.356126141,0.014244265,0.015243742,0.491871911,4.71E-11,0.000145284
1612,0.000467916,1.87E-05,2.00E-05,4.29E-05,0.007688075,0.000149156
1613,0.192388578,0.007695121,0.008235065,0.492869623,4.72E-11,0.000134237
1614,0.000479065,1.92E-05,2.05E-05,1.90E-05,0.005450712,0.000230062
1615,4.02E-06,1.61E-07,1.72E-07,0.493368479,4.72E-11,0.001926138
1616,0.005558308,0.00022232,0.00023792,0.001226981,0.000695469,6.28E-06
1617,0.004325748,0.00017302,0.000185161,0.494366191,4.73E-11,0.000621215
1620,5.26E-06,2.10E-07,2.25E-07,0.000120778,0.895652036,0.003755617
1622,0.000473111,1.89E-05,2.03E-05,0.494865047,4.74E-11,3.12E-07
1623,0.017117389,0.000684658,0.000732698,0.000128176,0.29064279,0.001037415
1624,0.545214619,0.021807389,0.023337549,0.495363903,4.74E-11,0.003003501
1625,0.00028049,1.12E-05,1.20E-05,7.35E-05,0.00511933,0.00108183
1627,6.41E-05,2.56E-06,2.74E-06,0.495363903,4.74E-11,0.000155805
1628,0.199176704,0.007966631,0.008525626,0.002131536,0.00511933,0.001412762
1629,0.00447117,0.000178837,0.000191385,0.495862759,4.75E-11,0.000161622
1633,0.216589395,0.008663101,0.009270965,0.99621522,4.24E-05,0.000333248
1634,0.001045139,4.18E-05,4.47E-05,0.498357038,4.77E-11,4.73E-05
1635,0.27835031,0.011133402,0.0119146,0.00043389,0.00010794,0.00014158
1636,0.368550232,0.014741201,0.015775547,0.498855894,4.78E-11,0.000294207
1637,0.768625917,0.030743352,0.03290052,0.000515443,0.000458036,0.000234235
1638,0.000278836,1.12E-05,1.19E-05,0.498855894,4.78E-11,8.93E-05
1639,0.094425251,0.003776803,0.00404181,0.000242828,0.000458036,5.25E-05
1640,8.79E-06,3.52E-07,3.76E-07,0.499853606,4.79E-11,0.000104947
1641,0.031432946,0.001257249,0.001345466,0.001298517,1.74E-05,0.000429737
1642,0.015314409,0.000612543,0.000655523,0.500352462,4.79E-11,0.000149777
1643,0.457545003,0.018300797,0.019584909,3.05E-05,0.019425346,0.000780874
1644,0.230496531,0.009219356,0.009866251,0.500851318,4.80E-11,0.001292817
1645,9.47E-05,3.79E-06,4.06E-06,0.000494885,0.170868112,0.000103147
1647,0.060044732,0.002401658,0.002570175,0.501350173,4.80E-11,0.000960424
1648,0.099699407,0.003987758,0.004267567,0.000321133,0.081472431,0.000333529
1649,0.021025435,0.000840971,0.00089998,0.501849029,4.81E-11,5.33E-05
1650,0.002823685,0.000112941,0.000120866,0.00086534,7.69E-05,0.000232504
1651,0.00471688,0.000188665,0.000201903,0.502347885,4.81E-11,1.37E-05
1652,2.58E-05,1.03E-06,1.11E-06,0.003123222,2.06E-05,0.000886572
1653,0.103368529,0.004134515,0.004424621,0.502846741,4.81E-11,0.000125649
1654,6.86E-06,2.74E-07,2.94E-07,0.00226293,1.08E-05,0.001050996
1655,0.20153304,0.00806088,0.008626488,0.503345597,4.82E-11,0.001420591
1656,2.43E-07,9.73E-09,1.04E-08,0.002340682,1.11E-05,0.000624852
1657,0.129580617,0.005182941,0.005546612,0.503844453,4.82E-11,0.000108023
1658,0.003351494,0.000134052,0.000143458,0.003228905,1.99E-05,8.05E-06
1659,1.04E-05,4.17E-07,4.47E-07,0.504343309,4.83E-11,0.00073901
1660,0.004394416,0.000175767,0.0001881,0.002756393,1.52E-05,0.000975862
1661,0.153226156,0.00612871,0.006558744,0.504842165,4.83E-11,0.000159661
1662,0.633220867,0.025327446,0.027104597,0.003090766,2.19E-05,0.000486124
1663,0.283735345,0.011348792,0.012145102,0.505341021,4.84E-11,0.000266081
1664,0.17656688,0.007062288,0.007557828,0.00228679,1.50E-05,0.000246308
1665,0.329127675,0.013164385,0.014088091,0.505839876,4.84E-11,8.57E-05
1667,7.35E-05,2.94E-06,3.14E-06,0.00227384,0.008609096,0.000127571
1668,0.154033497,0.006161002,0.006593301,0.506837588,4.85E-11,0.000122688
1669,0.166756549,0.006669896,0.007137903,5.29E-05,0.210927295,7.53E-07
1670,0.010829341,0.00043315,0.000463543,0.507336444,4.86E-11,6.53E-05
1673,0.01963814,0.000785483,0.000840598,0.00293205,0.001787075,0.000173108
1674,0.061820313,0.002472677,0.002646177,0.5078353,4.86E-11,5.79E-05
1676,0.000027133,1.09E-06,1.16E-06,1.30E-05,0.003474083,0.000109017
1677,1.41E-05,5.65E-07,6.04E-07,0.508334156,4.87E-11,0.00029
1678,0.111757914,0.004470072,0.004783723,0.00306973,0.000180539,0.001501595
1679,0.000246572,9.86E-06,1.06E-05,0.508833012,4.87E-11,0.000874611
1680,0.009905084,0.000396182,0.000423981,0.000204476,5.85E-05,0.000175267
1682,0.119894963,0.004795536,0.005132024,0.509331868,4.88E-11,0.000229722
1683,0.016454417,0.000658141,0.00070432,1.65E-05,0.000561946,0.000225378
1684,0.003191232,0.000127642,0.000136599,0.509830724,4.88E-11,0.000280273
1685,0.000100002,4.00E-06,4.28E-06,0.000745086,0.000580634,3.26E-05
1686,0.001584581,6.34E-05,6.78E-05,0.51032958,4.89E-11,1.00E-05
1687,0.613064317,0.024521229,0.02624181,0.001644718,0.003230107,8.28E-05
1688,8.73E-05,3.49E-06,3.74E-06,0.512325003,4.91E-11,0.00029589
1689,2.14E-06,8.58E-08,9.18E-08,0.002397721,1.43E-05,0.002017231
1690,0.066554842,0.002662048,0.002848836,0.512823859,4.91E-11,0.000124016
1691,6.05E-07,2.42E-08,2.59E-08,0.000173582,0.128508074,9.52E-05
1692,0.215566597,0.008622191,0.009227185,0.513322715,4.92E-11,5.30E-05
1693,0.004016246,0.000160641,0.000171913,0.000513991,0.000109341,3.62E-05
1694,0.184326541,0.007372658,0.007889975,0.513821571,4.92E-11,0.000129853
1695,0.162849779,0.006513634,0.006970676,0.000476722,3.15E-05,5.99E-05
1696,0.003622464,0.000144891,0.000155057,0.514819283,4.93E-11,4.00E-07
1697,0.075579787,0.003023026,0.003235142,5.15E-05,0.047864127,1.39E-05
1698,0.002238572,8.95E-05,9.58E-05,0.515318138,4.93E-11,1.42E-05
1699,0.000872172,3.49E-05,3.73E-05,0.000116079,1.15E-05,1.33E-05
1700,3.77E-05,1.51E-06,1.61E-06,0.515816994,4.94E-11,0.000422269
1701,0.040426935,0.001616989,0.001730448,0.00018075,2.12E-05,0.000478441
1702,0.063234643,0.002529247,0.002706717,0.51631585,4.94E-11,9.31E-05
1710,0.005561945,0.000222466,0.000238075,1.15E-05,0.000128226,0.000182333
1711,0.14243963,0.005697273,0.006097033,0.516814706,4.95E-11,0.000218917
1714,0.25072459,0.010028434,0.010732099,5.03E-05,0.052540095,0.000189897
1715,0.002344283,9.38E-05,0.000100345,0.517812418,4.96E-11,1.87E-06
1716,4.22E-06,1.69E-07,1.80E-07,0.000413098,3.12E-05,0.007862644
1717,0.09529996,0.003811789,0.004079251,0.520306697,4.98E-11,0.003603019
1718,0.006116333,0.00024464,0.000261806,0.869006967,1.15E-05,0.002159011
1719,2.75E-05,1.10E-06,1.18E-06,0.520805553,4.99E-11,0.003387392
1721,4.03E-06,1.61E-07,1.72E-07,3.97E-05,0.244172291,0.003000266
1722,0.108817077,0.004352445,0.004657843,0.521803265,5.00E-11,0.002583149
1723,0.101883051,0.004075099,0.004361036,2.82E-05,0.004963458,0.00114922
1724,0.005020937,0.000200826,0.000214918,0.522302121,5.00E-11,0.00134826
1725,4.20E-06,1.68E-07,1.80E-07,0.000148499,0.126850071,0.000679183
1726,0.001833172,7.33E-05,7.85E-05,0.523299833,5.01E-11,1.15E-08
1727,0.000498273,1.99E-05,2.13E-05,3.16E-05,0.000608919,5.76E-05
1728,5.14E-05,2.06E-06,2.20E-06,0.523798689,5.02E-11,4.02E-05
1729,1.05E-08,4.20E-10,4.49E-10,0.000394904,1.31E-05,0.002416603
1730,0.000651786,2.61E-05,2.79E-05,0.523798689,5.02E-11,0.002965829
1731,6.20E-09,2.48E-10,2.65E-10,0.000251713,1.31E-05,8.92E-06
1732,0.504000891,0.020158931,0.021573422,0.524297545,5.02E-11,0.0001338
1733,0.135567591,0.005422406,0.00580288,8.96E-05,0.971504749,2.98E-05
1734,0.000161182,6.45E-06,6.90E-06,0.524297545,5.02E-11,0.001507853
1735,5.83E-05,2.33E-06,2.49E-06,3.78E-05,0.971504749,0.000862729
1736,0.031457461,0.001258229,0.001346516,0.5247964,5.03E-11,0.000118126
1737,2.12E-05,8.49E-07,9.08E-07,0.000585757,6.04E-05,1.35E-05
1738,2.39E-06,9.54E-08,1.02E-07,0.525295256,5.03E-11,0.000385402
1740,0.011040528,0.000441597,0.000472582,2.55E-05,1.82E-05,0.001203736
1741,0.011199552,0.000447958,0.000479389,0.526292968,5.04E-11,5.01E-06
1742,0.025102691,0.001004053,0.001074504,8.96E-05,0.057079374,9.80E-05
1743,0.001347379,5.39E-05,5.77E-05,0.52729068,5.05E-11,0.002534468
1745,0.000142135,5.69E-06,6.08E-06,6.79E-05,0.017110629,2.46E-05
1746,6.98E-05,2.79E-06,2.99E-06,0.52729068,5.05E-11,0.000104281
1747,0.25360978,0.010143835,0.010855598,0.000355235,0.017110629,9.85E-05
1748,0.094584441,0.00378317,0.004048624,0.527789536,5.05E-11,0.000469333
1749,0.282539347,0.011300954,0.012093909,0.000155443,0.198398038,0.000198944
1750,0.198550071,0.007941568,0.008498804,0.528288392,5.06E-11,0.000149615
1751,0.003032205,0.000121282,0.000129792,1.03E-05,9.37E-06,0.000219792
1752,0.000605705,2.42E-05,2.59E-05,0.530283815,5.08E-11,0.000320151
1753,0.029198394,0.001167872,0.001249818,1.07E-05,0.017464332,0.000219649
1754,0.127208785,0.005088073,0.005445087,0.530782671,5.08E-11,5.61E-06
1755,0.011058189,0.000442303,0.000473338,0.000336019,1.32E-05,0.000126718
1756,0.030914759,0.001236523,0.001323286,0.533775807,5.11E-11,9.71E-06
1758,0.123676809,0.004946801,0.005293903,0.061858131,0.013033709,9.03E-06
1759,0.18893532,0.007556999,0.008087251,0.534274662,5.12E-11,3.33E-06
1760,2.26E-05,9.03E-07,9.66E-07,1.72E-05,0.01934298,2.37E-05
1761,0.000000005,2.00E-10,2.14E-10,0.537267798,5.14E-11,1.02E-06
1762,0.000522252,2.09E-05,2.24E-05,0.965286155,0.000153138,5.49E-06
1763,0.005204575,0.000208172,0.000222778,0.537766654,5.15E-11,8.67E-08
1764,0,0,0,0.007999139,0.022579278,0.000462899
1765,0.000269222,1.08E-05,1.15E-05,0.542256357,5.19E-11,0.000731659
1766,0.09030163,0.003611867,0.003865301,4.11E-05,0.003206191,1.36E-05
1767,0,0,0,0.548242627,5.25E-11,0.000210397
1768,0.000339861,1.36E-05,1.45E-05,0.000149587,0.000630838,0.000378391
1769,0.024119543,0.000964729,0.001032421,0.548741483,5.25E-11,1.65E-05
1770,0.028377962,0.001135056,0.0012147,5.22E-05,0.000668886,0.000220866
1773,0.103471722,0.004138642,0.004429038,0.549240339,5.26E-11,7.44E-05
1774,0.002103109,8.41E-05,9.00E-05,0.00011103,0.189332981,0.00015573
1776,0.247155399,0.009885674,0.010579322,0.553231186,5.30E-11,0.000280885
1777,0.000269567,1.08E-05,1.15E-05,1.45E-05,0.000905371,0.000120425
1778,0.063560349,0.002542275,0.002720658,0.553730042,5.30E-11,0.000412737
1779,0.029381076,0.001175179,0.001257637,1.23E-05,0.000132027,0.000326496
1781,0.023062597,0.000922453,0.000987179,0.554228898,5.31E-11,6.07E-05
1783,0.145727325,0.005828774,0.006237761,2.11E-05,0.002185348,9.22E-05
1784,0.130210178,0.005208122,0.00557356,0.554727754,5.31E-11,3.93E-05
1786,0.00082696,3.31E-05,3.54E-05,1.35E-05,0.003458961,0.000490839
1787,0.00503059,0.000201213,0.000215331,0.55522661,5.32E-11,2.73E-05
1788,0.301911023,0.012075779,0.0129231,0.87349667,9.67E-06,0.002221658
1789,0.000844855,3.38E-05,3.62E-05,0.555725466,5.32E-11,4.46E-05
1790,0.002629674,0.000105181,0.000112561,1.05E-05,3.15E-06,0.000897786
1791,0.470695166,0.018826775,0.020147793,0.557222034,5.34E-11,0.000202709
1793,0.005157727,0.000206298,0.000220773,0.000191571,0.498016947,2.30E-05
1794,0.167511495,0.006700093,0.007170218,0.558718601,5.35E-11,5.92E-05
1797,0.027455514,0.00109816,0.001175215,0.000127702,0.020258738,0.003593782
1798,0.014990836,0.000599601,0.000641673,0.559217457,5.35E-11,6.29E-06
1799,0.467557344,0.018701269,0.020013481,0.000112926,2.29E-05,0.002164726
1800,0.000587372,2.35E-05,2.51E-05,0.559716313,5.36E-11,0.002383272
1801,0.000699801,2.80E-05,3.00E-05,0.00012624,6.10E-05,2.19E-05
1802,0,0,0,0.561212881,5.37E-11,0.002015728
1805,0.064806532,0.002592119,0.002774,3.01E-05,0.004370881,0.000106585
1806,1.26E-05,5.02E-07,5.37E-07,0.561711737,5.38E-11,5.55E-05
1807,0.441389054,0.017654594,0.018893364,7.16E-05,0.003360061,4.92E-05
1809,0.005979874,0.000239182,0.000255965,0.562210592,5.38E-11,0.000388358
1810,0.080332955,0.003213142,0.003438599,2.56E-05,0.001048819,0.000851499
1811,0.253657641,0.01014575,0.010857646,0.563208304,5.39E-11,0.000184898
1812,0.069710537,0.002788269,0.002983913,0.002006842,0.748794142,5.34E-05
1814,0.00067874,2.71E-05,2.91E-05,0.56370716,5.40E-11,0.000340574
1820,2.94E-05,1.18E-06,1.26E-06,0.002787791,0.001678792,1.42E-05
1822,0.085412638,0.003416318,0.003656031,0.564704872,5.41E-11,0.000607878
1823,0.000693822,2.78E-05,2.97E-05,0.000659642,0.000648783,0.000295713
1824,0.034097141,0.001363811,0.001459505,0.565203728,5.41E-11,0.000199055
1825,0.11690873,0.004676093,0.0050042,0.000440604,1.84E-05,0.000112383
1826,1.55E-06,6.19E-08,6.62E-08,0.565702584,5.42E-11,0.000169183
1827,7.22E-06,2.89E-07,3.09E-07,9.43E-05,0.037798755,1.96E-07
1828,0.008296988,0.000331861,0.000355147,0.56620144,5.42E-11,0.000263208
1830,1.62E-08,6.48E-10,6.93E-10,7.94E-05,0.47928552,0.000101772
1832,0.000728528,2.91E-05,3.12E-05,0.566700296,5.43E-11,9.18E-05
1834,0.000203006,8.12E-06,8.69E-06,1.52E-05,4.29E-06,0.000507312
1835,0.000041365,1.65E-06,1.77E-06,0.568695719,5.45E-11,0.000320847
1837,0.07421576,0.002968468,0.003176756,8.91E-05,0.824147943,0.000546372
1839,0.234569178,0.009382253,0.010040577,0.569194575,5.45E-11,5.14E-05
1840,0.27405654,0.010961661,0.011730808,4.75E-05,0.011236952,1.45E-06
1841,0.291876147,0.011674406,0.012493564,0.569693431,5.45E-11,0.000182141
1842,0.025211323,0.001008398,0.001079154,4.37E-05,0.028141282,4.17E-05
1844,0.001038508,4.15E-05,4.45E-05,0.570192287,5.46E-11,1.67E-06
1845,0.351382301,0.014054522,0.015040685,0.000269272,0.000136553,9.05E-05
1847,0.046477859,0.001859012,0.001989454,0.570691143,5.46E-11,7.55E-05
1848,0.017924014,0.000716921,0.000767225,1.56E-05,0.001064065,0.000230002
1849,0.002234076,8.94E-05,9.56E-05,0.571688854,5.47E-11,0.000153577
1851,0.093414396,0.003736371,0.003998541,0.000167067,0.139867172,0.000736236
1853,0.045439943,0.001817498,0.001945026,0.57218771,5.48E-11,8.87E-05
1854,0.006644938,0.000265783,0.000284432,1.41E-05,0.00081834,2.49E-07
1855,8.46E-06,3.39E-07,3.62E-07,0.572686566,5.48E-11,3.43E-05
1857,0.038655817,0.001546148,0.001654637,0.00165046,0.00054789,0.000233494
1858,0.024881482,0.000995205,0.001065035,0.57468199,5.50E-11,0.000189315
1859,0.087923779,0.003516758,0.003763519,2.35E-05,0.008281828,0.000250026
1860,0.000749542,3.00E-05,3.21E-05,0.57468199,5.50E-11,3.26E-05
1862,0.124102965,0.004963847,0.005312145,1.81E-05,0.008281828,0.000133957
1864,0.246170284,0.009846272,0.010537155,0.575180846,5.51E-11,0.000171664
1866,0.06353795,0.002541379,0.0027197,9.16E-05,2.48E-05,1.31E-05
1869,0.630979327,0.02523779,0.02700865,0.575180846,5.51E-11,4.12E-05
1870,0.003024988,0.000120993,0.000129483,0.000260498,2.48E-05,2.24E-05
1871,0.125149341,0.005005699,0.005356934,0.575679702,5.51E-11,2.49E-07
1872,0.016482059,0.000659246,0.000705504,0.002240097,0.889736675,0.000443741
1873,4.96E-05,1.98E-06,2.12E-06,0.576178558,5.52E-11,0.000185152
1874,0.200907428,0.008035857,0.008599709,2.71E-05,0.000188493,1.08E-06
1875,0.313190053,0.012526916,0.013405892,0.577675125,5.53E-11,0.002716956
1876,0.349565672,0.013981861,0.014962926,5.06E-05,0.032826888,0.000273989
1877,0.120678828,0.004826889,0.005165577,0.578173981,5.54E-11,0.002409963
1878,0.001098293,4.39E-05,4.70E-05,0.000392066,0.000130967,0.002324073
1879,0.053851594,0.002153946,0.002305082,0.578672837,5.54E-11,0.000865765
1880,0.348630384,0.013944451,0.014922891,5.25E-05,0.038576385,0.000446462
1881,0.050985883,0.002039324,0.002182417,0.579670549,5.55E-11,0.002368362
1884,0.107407831,0.004296078,0.004597521,0.000708685,0.002991008,0.002326322
1885,4.17E-05,1.67E-06,1.79E-06,0.580668261,5.56E-11,0.001804633
1887,0.001764766,7.06E-05,7.55E-05,0.004762203,0.000550519,0.001566041
1889,0.006877148,0.000275071,0.000294372,0.581665972,5.57E-11,0.00215522
1890,9.51E-05,3.81E-06,4.07E-06,3.49E-05,0.001491161,0.000217177
1893,0.000588584,2.35E-05,2.52E-05,0.582164828,5.57E-11,0.000331673
1894,0.012062105,0.000482458,0.00051631,0.000207429,0.032210357,0.000346338
1896,0.01439653,0.00057583,0.000616234,0.582663684,5.58E-11,0.000747708
1897,0.141122644,0.005644596,0.006040661,0.000332243,0.000124947,0.002552118
1898,0.016532502,0.000661264,0.000707663,0.58316254,5.58E-11,0.002118839
1899,0.000403753,1.61E-05,1.73E-05,1.74E-05,0.000295756,0.00122794
1902,0.011412934,0.000456492,0.000488523,0.583661396,5.59E-11,1.20E-06
1905,0.004152813,0.000166103,0.000177758,0.000581501,0.000123384,0.000497235
1906,1.50E-05,5.99E-07,6.41E-07,0.584160252,5.59E-11,0.00148899
1908,0.059243882,0.002369625,0.002535895,0.000252521,3.93E-05,8.17E-06
1909,0.298461691,0.011937813,0.012775454,0.585157964,5.60E-11,0.000264678
1910,0.473431002,0.018936202,0.020264899,7.94E-05,0.124847074,0.002580844
